AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1190218875,SOUTHWARK,8,531940,179111,2,1 DRIVER/RIDER,1 MALE,25-59,51,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190218875,SOUTHWARK,8,531940,179111,3,2 PASSENGER,2 FEMALE,25-59,34,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190218875,SOUTHWARK,8,531940,179111,4,2 PASSENGER,2 FEMALE,16-24,21,4,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,9 PRIVATE HIRE
1190218877,HAVERING,15,556057,186669,1,1 DRIVER/RIDER,1 MALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,8 OTHER VEHICLE
1190218880,MERTON,22,527553,169777,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190218881,BRENT,28,518918,188778,1,3 PEDESTRIAN,2 FEMALE,16-24,16,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218882,GREENWICH,6,537906,176766,1,1 DRIVER/RIDER,2 FEMALE,25-59,46,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218882,GREENWICH,6,537906,176766,2,1 DRIVER/RIDER,1 MALE,25-59,58,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190218887,HACKNEY,4,534225,186984,1,3 PEDESTRIAN,2 FEMALE,60+,67,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218889,ENFIELD,32,534652,193931,1,3 PEDESTRIAN,2 FEMALE,25-59,50,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218893,NEWHAM,17,541568,185250,1,1 DRIVER/RIDER,1 MALE,25-59,39,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218893,NEWHAM,17,541568,185250,2,2 PASSENGER,'-1 UNKNOWN,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218893,NEWHAM,17,541568,185250,3,2 PASSENGER,'-1 UNKNOWN,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218898,BARNET,30,523768,188858,1,1 DRIVER/RIDER,1 MALE,16-24,20,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218899,BROMLEY,19,539278,169300,1,1 DRIVER/RIDER,2 FEMALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190218900,LAMBETH,9,531197,176142,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218903,EALING,27,520124,179580,1,2 PASSENGER,2 FEMALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190218905,LAMBETH,9,529700,171786,1,1 DRIVER/RIDER,1 MALE,25-59,47,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218907,HARROW,29,513620,191071,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218909,GREENWICH,6,540871,174677,1,1 DRIVER/RIDER,1 MALE,60+,62,1,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190218913,HILLINGDON,26,511160,186831,1,2 PASSENGER,1 MALE,25-59,29,2,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190218913,HILLINGDON,26,511160,186831,2,2 PASSENGER,1 MALE,25-59,59,2,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190218916,HOUNSLOW,25,512419,175994,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218917,CROYDON,20,531483,167179,1,1 DRIVER/RIDER,2 FEMALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218919,WANDSWORTH,10,526035,172997,1,1 DRIVER/RIDER,1 MALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190218920,REDBRIDGE,14,540844,189875,1,3 PEDESTRIAN,1 MALE,25-59,38,3,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218920,REDBRIDGE,14,540844,189875,2,3 PEDESTRIAN,2 FEMALE,0-15,9,3,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218920,REDBRIDGE,14,540844,189875,3,3 PEDESTRIAN,2 FEMALE,0-15,5,3,2 SERIOUS,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218926,LEWISHAM,7,535657,177052,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218935,LAMBETH,9,530980,179562,1,1 DRIVER/RIDER,1 MALE,25-59,41,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190218936,NEWHAM,17,541786,181701,1,1 DRIVER/RIDER,2 FEMALE,60+,72,2,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190218936,NEWHAM,17,541786,181701,2,1 DRIVER/RIDER,2 FEMALE,25-59,26,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218937,LAMBETH,9,531829,174359,1,1 DRIVER/RIDER,1 MALE,25-59,38,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218937,LAMBETH,9,531829,174359,2,2 PASSENGER,2 FEMALE,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218937,LAMBETH,9,531829,174359,3,2 PASSENGER,'-1 UNKNOWN,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218944,TOWER HAMLETS,5,535012,181284,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218947,WESTMINSTER,1,529746,178980,1,3 PEDESTRIAN,2 FEMALE,60+,88,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218950,BARNET,30,527230,189588,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218952,NEWHAM,17,540428,184438,1,1 DRIVER/RIDER,2 FEMALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190218953,TOWER HAMLETS,5,535292,182804,1,1 DRIVER/RIDER,1 MALE,25-59,27,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218953,TOWER HAMLETS,5,535292,182804,2,2 PASSENGER,'-1 UNKNOWN,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190218953,TOWER HAMLETS,5,535292,182804,3,2 PASSENGER,'-1 UNKNOWN,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190218955,HAVERING,15,558118,189225,1,1 DRIVER/RIDER,1 MALE,25-59,42,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218955,HAVERING,15,558118,189225,2,2 PASSENGER,2 FEMALE,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190218955,HAVERING,15,558118,189225,3,2 PASSENGER,1 MALE,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218956,TOWER HAMLETS,5,533907,181916,1,1 DRIVER/RIDER,1 MALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190218957,CROYDON,20,530753,161926,1,3 PEDESTRIAN,1 MALE,0-15,11,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190218958,HILLINGDON,26,509292,191728,1,3 PEDESTRIAN,2 FEMALE,25-59,28,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218959,CROYDON,20,531632,162495,1,1 DRIVER/RIDER,1 MALE,25-59,39,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190218963,CAMDEN,2,526374,184110,1,3 PEDESTRIAN,2 FEMALE,60+,78,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218971,HAMMERSMITH & FULHAM,11,523693,176988,1,1 DRIVER/RIDER,1 MALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190218973,BARKING & DAGENHAM,16,550387,184304,1,1 DRIVER/RIDER,2 FEMALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218974,NEWHAM,17,542349,184240,1,3 PEDESTRIAN,1 MALE,25-59,37,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190218979,BEXLEY,18,551398,174626,1,1 DRIVER/RIDER,1 MALE,25-59,26,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190218979,BEXLEY,18,551398,174626,2,2 PASSENGER,'-1 UNKNOWN,U,,2,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190218986,BARNET,30,525770,195448,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190218998,GREENWICH,6,543708,178356,1,1 DRIVER/RIDER,2 FEMALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219004,ENFIELD,32,535853,200015,1,1 DRIVER/RIDER,2 FEMALE,60+,66,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219005,HARINGEY,31,528310,188282,1,1 DRIVER/RIDER,2 FEMALE,25-59,53,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219005,HARINGEY,31,528310,188282,2,1 DRIVER/RIDER,1 MALE,25-59,30,2,1 FATAL,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219007,HACKNEY,4,532927,187948,1,3 PEDESTRIAN,2 FEMALE,0-15,8,1,2 SERIOUS,06 ON FOOTPATH - VERGE,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219012,WANDSWORTH,10,528215,170853,1,1 DRIVER/RIDER,1 MALE,16-24,18,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219013,REDBRIDGE,14,540981,188389,1,1 DRIVER/RIDER,2 FEMALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219021,WESTMINSTER,1,525589,181717,1,1 DRIVER/RIDER,1 MALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,3 POWERED 2 WHEELER
1190219026,EALING,27,520006,180131,1,1 DRIVER/RIDER,1 MALE,16-24,20,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219027,CAMDEN,2,525085,186033,1,2 PASSENGER,1 MALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219027,CAMDEN,2,525085,186033,2,2 PASSENGER,1 MALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190219028,CAMDEN,2,526271,184765,1,1 DRIVER/RIDER,1 MALE,25-59,39,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219029,CAMDEN,2,526955,184199,1,1 DRIVER/RIDER,1 MALE,60+,79,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219032,MERTON,22,528387,169929,1,3 PEDESTRIAN,1 MALE,U,,1,3 SLIGHT,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190219035,GREENWICH,6,539791,179247,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219035,GREENWICH,6,539791,179247,2,1 DRIVER/RIDER,1 MALE,25-59,32,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219036,SOUTHWARK,8,533387,179385,1,3 PEDESTRIAN,1 MALE,25-59,35,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219037,LEWISHAM,7,536705,176711,1,2 PASSENGER,2 FEMALE,25-59,27,2,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,9 PRIVATE HIRE
1190219037,LEWISHAM,7,536705,176711,2,1 DRIVER/RIDER,1 MALE,25-59,35,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219039,BRENT,28,521128,186009,1,3 PEDESTRIAN,1 MALE,0-15,13,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190219040,TOWER HAMLETS,5,535156,183045,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,7 GOODS VEHICLE
1190219045,TOWER HAMLETS,5,535238,181988,1,1 DRIVER/RIDER,1 MALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,3 POWERED 2 WHEELER
1190219046,WALTHAM FOREST,13,539490,190431,1,1 DRIVER/RIDER,1 MALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219047,WANDSWORTH,10,527871,171012,1,3 PEDESTRIAN,2 FEMALE,60+,76,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219052,BEXLEY,18,549679,175111,1,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190219054,LAMBETH,9,530728,174512,1,3 PEDESTRIAN,1 MALE,25-59,51,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219055,BARNET,30,523856,187517,1,3 PEDESTRIAN,2 FEMALE,16-24,22,2,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219055,BARNET,30,523856,187517,2,3 PEDESTRIAN,1 MALE,16-24,20,2,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219057,WESTMINSTER,1,530980,180878,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219059,BEXLEY,18,551108,176239,1,1 DRIVER/RIDER,2 FEMALE,25-59,52,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219060,BRENT,28,522202,184575,1,3 PEDESTRIAN,1 MALE,25-59,59,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219062,CROYDON,20,530626,159444,1,1 DRIVER/RIDER,1 MALE,60+,77,2,2 SERIOUS,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190219062,CROYDON,20,530626,159444,2,1 DRIVER/RIDER,1 MALE,25-59,47,2,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,6 BUS OR COACH
1190219064,HAVERING,15,553365,187039,1,1 DRIVER/RIDER,1 MALE,25-59,35,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190219064,HAVERING,15,553365,187039,2,2 PASSENGER,1 MALE,25-59,29,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190219064,HAVERING,15,553365,187039,3,1 DRIVER/RIDER,1 MALE,25-59,50,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219067,BARNET,30,526991,188805,1,1 DRIVER/RIDER,1 MALE,25-59,53,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219072,ENFIELD,32,533379,193912,1,3 PEDESTRIAN,1 MALE,25-59,36,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190219075,BROMLEY,19,544470,170241,1,3 PEDESTRIAN,2 FEMALE,0-15,12,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219077,MERTON,22,525804,169584,1,1 DRIVER/RIDER,1 MALE,25-59,25,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190219077,MERTON,22,525804,169584,2,1 DRIVER/RIDER,2 FEMALE,25-59,44,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219083,HOUNSLOW,25,514546,177051,1,1 DRIVER/RIDER,2 FEMALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219085,HARINGEY,31,531656,189311,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219090,ENFIELD,32,533143,196483,1,3 PEDESTRIAN,2 FEMALE,25-59,34,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219097,ISLINGTON,3,530667,184178,1,1 DRIVER/RIDER,1 MALE,25-59,42,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219104,BARKING & DAGENHAM,16,543590,184052,1,1 DRIVER/RIDER,1 MALE,25-59,41,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219104,BARKING & DAGENHAM,16,543590,184052,2,1 DRIVER/RIDER,1 MALE,25-59,41,5,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190219104,BARKING & DAGENHAM,16,543590,184052,3,2 PASSENGER,1 MALE,25-59,35,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190219104,BARKING & DAGENHAM,16,543590,184052,4,2 PASSENGER,2 FEMALE,60+,70,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190219104,BARKING & DAGENHAM,16,543590,184052,5,2 PASSENGER,2 FEMALE,25-59,50,5,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190219105,LAMBETH,9,531281,177508,1,1 DRIVER/RIDER,2 FEMALE,25-59,44,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190219106,HAMMERSMITH & FULHAM,11,524994,177627,1,1 DRIVER/RIDER,1 MALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219111,ISLINGTON,3,530227,187079,1,1 DRIVER/RIDER,1 MALE,25-59,57,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219119,EALING,27,517446,182776,1,1 DRIVER/RIDER,2 FEMALE,25-59,34,2,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190219119,EALING,27,517446,182776,2,2 PASSENGER,1 MALE,0-15,14,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219127,BARNET,30,527290,189436,1,2 PASSENGER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190219130,HILLINGDON,26,506517,179362,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190219132,BARNET,30,523459,187988,1,1 DRIVER/RIDER,2 FEMALE,25-59,55,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219136,WANDSWORTH,10,523620,175190,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219140,HARINGEY,31,532988,188356,1,3 PEDESTRIAN,1 MALE,16-24,20,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219141,GREENWICH,6,546221,177644,1,1 DRIVER/RIDER,2 FEMALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219148,BARKING & DAGENHAM,16,549082,184301,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219159,BARNET,30,519936,190676,1,3 PEDESTRIAN,1 MALE,25-59,47,1,3 SLIGHT,10 UNKNOWN OR OTHER,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190219161,CROYDON,20,531082,167682,1,1 DRIVER/RIDER,2 FEMALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190219167,SOUTHWARK,8,535524,180241,1,1 DRIVER/RIDER,1 MALE,60+,63,4,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190219167,SOUTHWARK,8,535524,180241,2,2 PASSENGER,2 FEMALE,16-24,21,4,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190219167,SOUTHWARK,8,535524,180241,3,2 PASSENGER,1 MALE,16-24,22,4,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190219167,SOUTHWARK,8,535524,180241,4,2 PASSENGER,1 MALE,16-24,20,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219168,HARINGEY,31,533200,189569,1,3 PEDESTRIAN,2 FEMALE,25-59,30,1,3 SLIGHT,06 ON FOOTPATH - VERGE,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219169,ISLINGTON,3,532362,182379,1,3 PEDESTRIAN,2 FEMALE,16-24,23,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219172,BARNET,30,527188,189659,1,3 PEDESTRIAN,1 MALE,25-59,33,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219173,ISLINGTON,3,531306,186635,1,3 PEDESTRIAN,1 MALE,25-59,39,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219175,SOUTHWARK,8,532426,177271,1,3 PEDESTRIAN,1 MALE,0-15,13,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190219179,BARNET,30,524797,196301,1,1 DRIVER/RIDER,2 FEMALE,25-59,31,3,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190219179,BARNET,30,524797,196301,2,1 DRIVER/RIDER,1 MALE,25-59,40,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219179,BARNET,30,524797,196301,3,2 PASSENGER,2 FEMALE,60+,83,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219180,KENSINGTON & CHELSEA,12,524013,182081,1,1 DRIVER/RIDER,1 MALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,2 PEDAL CYCLE
1190219181,WESTMINSTER,1,529023,180349,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190219183,CAMDEN,2,526370,184622,1,3 PEDESTRIAN,1 MALE,25-59,59,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190219184,CROYDON,20,531952,166348,1,3 PEDESTRIAN,1 MALE,0-15,14,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190219186,CAMDEN,2,525189,185411,1,2 PASSENGER,2 FEMALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190219191,REDBRIDGE,14,543709,186220,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190219196,HAMMERSMITH & FULHAM,11,522926,180584,1,3 PEDESTRIAN,2 FEMALE,25-59,44,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
